Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Subtitle (product.metafields.custom.subtitle),Colour swatches (product.metafields.custom.colour_swatches)
msfd003-womens-short-sleeve,,,,,,,,,Black,,L,,,MSFD003-BLA-L,200,shopify,5,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD003-BLA-L,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd003-studio.webp,g,,,,,
msfd003-womens-short-sleeve,,,,,,,,,Pink,,XL,,,MSFD003-PIN-XL,200,shopify,4,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD003-PIN-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd003-front.webp,g,,,,,
msfd003-womens-short-sleeve,,,,,,,,,Light Blue,,XL,,,MSFD003-LTB-XL,200,shopify,3,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD003-LTB-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd003-back.webp,g,,,,,
msfd003-womens-short-sleeve,,,,,,,,,Navy Blue,,XL,,,MSFD003-NVB-XL,200,shopify,5,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD003-NVB-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd003-studio.webp,g,,,,,
msfd003-womens-short-sleeve,,,,,,,,,Black,,XL,,,MSFD003-BLA-XL,200,shopify,5,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD003-BLA-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd003-studio.webp,g,,,,,
msfd003-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd003-riding.webp,2,Soft Collar Riding Polo,,,,,,,,,,,,,,,,
msfd003-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd003-front.webp,3,Soft Collar Riding Polo,,,,,,,,,,,,,,,,
msfd003-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd003-back.webp,4,Soft Collar Riding Polo,,,,,,,,,,,,,,,,
msfd003-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd003-waist-detail.webp,5,Soft Collar Riding Polo,,,,,,,,,,,,,,,,
msfd003-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd003-grip-detail.webp,6,Soft Collar Riding Polo,,,,,,,,,,,,,,,,
msfd003-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd003-studio.webp,7,Soft Collar Riding Polo,,,,,,,,,,,,,,,,
msfd008-womens-short-sleeve,Contour Short Sleeve Riding Top,"<p>A fitted short-sleeve riding top shaped with a clean low-profile collar and subtle seam lines. Smooth, practical and easy to layer, it is made for the daily rhythm of the yard and the saddle.</p>
<ul><li>Low-profile collar with a short concealed zip</li><li>Subtle seam lines that follow the body</li><li>Smooth, layer-friendly finish under a jacket</li><li>Four-way stretch with a dry, cool hand feel</li></ul>
<p><strong>Fabric</strong><br>84% recycled polyamide, 16% elastane technical jersey.</p>
<p><strong>Care</strong><br>Machine wash cold on a gentle cycle with like colours. Do not tumble dry, bleach or iron. Dry flat in the shade.</p>",Maison Cavallé,Apparel & Accessories > Clothing > Shirts & Tops,Short-sleeve technical jersey · Navy / Light Blue / Black / White,"Tops, Women, Short Sleeve, New, Maison Cavallé",TRUE,Color,Black,Size,XS,,,MSFD008-BLA-XS,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-womens-short-sleeve.webp,1,Contour Short Sleeve Riding Top,FALSE,Contour Short Sleeve Riding Top | Maison Cavallé,"Short-sleeve technical jersey · Navy / Light Blue / Black / White. A fitted short-sleeve riding top shaped with a clean low-profile collar and subtle seam lines. Smooth, practical and easy to layer, it is made for the daily rhythm of the yard and the saddle.",Apparel & Accessories > Clothing > Shirts & Tops,female,adult,MSFD008-BLA-XS,new,FALSE,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-studio.webp,g,,,active,Short-sleeve technical jersey · Navy / Light Blue / Black / White,Black:#1c1d1c | Navy:#20314e | White:#f5f3ef | Light Blue:#a9c6dd
msfd008-womens-short-sleeve,,,,,,,,,Navy,,XS,,,MSFD008-NAV-XS,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-NAV-XS,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-front.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,White,,XS,,,MSFD008-WHI-XS,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-WHI-XS,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-studio.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Light Blue,,XS,,,MSFD008-LTB-XS,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-LTB-XS,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-back.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Black,,S,,,MSFD008-BLA-S,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-BLA-S,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-studio.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Navy,,S,,,MSFD008-NAV-S,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-NAV-S,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-front.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,White,,S,,,MSFD008-WHI-S,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-WHI-S,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-studio.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Light Blue,,S,,,MSFD008-LTB-S,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-LTB-S,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-back.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Black,,M,,,MSFD008-BLA-M,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-BLA-M,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-studio.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Navy,,M,,,MSFD008-NAV-M,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-NAV-M,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-front.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,White,,M,,,MSFD008-WHI-M,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-WHI-M,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-studio.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Light Blue,,M,,,MSFD008-LTB-M,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-LTB-M,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-back.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Black,,L,,,MSFD008-BLA-L,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-BLA-L,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-studio.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Navy,,L,,,MSFD008-NAV-L,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-NAV-L,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-front.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,White,,L,,,MSFD008-WHI-L,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-WHI-L,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-studio.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Light Blue,,L,,,MSFD008-LTB-L,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-LTB-L,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-back.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Black,,XL,,,MSFD008-BLA-XL,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-BLA-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-studio.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Navy,,XL,,,MSFD008-NAV-XL,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-NAV-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-front.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,White,,XL,,,MSFD008-WHI-XL,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-WHI-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-studio.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,Light Blue,,XL,,,MSFD008-LTB-XL,195,shopify,5,deny,manual,119.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-LTB-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-back.webp,g,,,,,
msfd008-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-front.webp,2,Contour Short Sleeve Riding Top,,,,,,,,,,,,,,,,
msfd008-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-back.webp,3,Contour Short Sleeve Riding Top,,,,,,,,,,,,,,,,
msfd008-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-riding.webp,4,Contour Short Sleeve Riding Top,,,,,,,,,,,,,,,,
msfd008-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-waist-detail.webp,5,Contour Short Sleeve Riding Top,,,,,,,,,,,,,,,,
msfd008-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-grip-detail.webp,6,Contour Short Sleeve Riding Top,,,,,,,,,,,,,,,,
msfd008-womens-short-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-studio.webp,7,Contour Short Sleeve Riding Top,,,,,,,,,,,,,,,,
msfd008-colour-block-short-sleeve,Colour Block Short Sleeve Show Shirt,"<p>A crisp short-sleeve show shirt with a white stand collar, clean white shoulders and a contrast chest panel. The warm-weather companion to our bib front long sleeve, it brings a polished competition look to training days and show season alike.</p>
<ul><li>White stand collar with a concealed front zip</li><li>Contrast chest panel framed by clean white shoulders and sleeves</li><li>Traditional show lines in a four-way stretch jersey</li><li>Breathable, quick-drying and easy to care for</li></ul>
<p><strong>Fabric</strong><br>84% recycled polyamide, 16% elastane technical jersey.</p>
<p><strong>Care</strong><br>Machine wash cold on a gentle cycle with like colours. Do not tumble dry, bleach or iron. Dry flat in the shade.</p>",Maison Cavallé,Apparel & Accessories > Clothing > Shirts & Tops,Short-sleeve colour-block jersey · Navy / Light Blue / Black / White,"Tops, Women, Short Sleeve, Show Shirt, New, Maison Cavallé",TRUE,Color,Navy,Size,XS,,,MSFD008-CB-NAV-XS,200,shopify,4,deny,manual,129.00,,TRUE,TRUE,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-colour-block-short-sleeve.webp,1,Colour Block Short Sleeve Show Shirt,FALSE,Colour Block Short Sleeve Show Shirt | Maison Cavallé,"Short-sleeve colour-block jersey · Four colourways. A crisp short-sleeve show shirt with a white stand collar, clean white shoulders and a contrast chest panel. The warm-weather companion to our bib front long sleeve, it brings a polished competition look to training days and show season alike.",Apparel & Accessories > Clothing > Shirts & Tops,female,adult,MSFD008-CB-NAV-XS,new,FALSE,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-colour-block-short-sleeve.webp,g,,,active,Short-sleeve colour-block jersey · Four colourways,Navy:#20314e | Light Blue:#a9c6dd | Black:#1c1d1c | White:#f5f3ef
msfd008-colour-block-short-sleeve,,,,,,,,,Black,,XS,,,MSFD008-CB-BLA-XS,200,shopify,5,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-CB-BLA-XS,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-colour-block-short-sleeve.webp,g,,,,,
msfd008-colour-block-short-sleeve,,,,,,,,,Black,,S,,,MSFD008-CB-BLA-S,200,shopify,3,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-CB-BLA-S,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-colour-block-short-sleeve.webp,g,,,,,
msfd008-colour-block-short-sleeve,,,,,,,,,White,,S,,,MSFD008-CB-WHI-S,200,shopify,3,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-CB-WHI-S,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-colour-block-short-sleeve.webp,g,,,,,
msfd008-colour-block-short-sleeve,,,,,,,,,White,,M,,,MSFD008-CB-WHI-M,200,shopify,5,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-CB-WHI-M,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-colour-block-short-sleeve.webp,g,,,,,
msfd008-colour-block-short-sleeve,,,,,,,,,Light Blue,,L,,,MSFD008-CB-LTB-L,200,shopify,5,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-CB-LTB-L,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-colour-block-short-sleeve.webp,g,,,,,
msfd008-colour-block-short-sleeve,,,,,,,,,Black,,L,,,MSFD008-CB-BLA-L,200,shopify,5,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-CB-BLA-L,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-colour-block-short-sleeve.webp,g,,,,,
msfd008-colour-block-short-sleeve,,,,,,,,,Light Blue,,XL,,,MSFD008-CB-LTB-XL,200,shopify,5,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-CB-LTB-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-colour-block-short-sleeve.webp,g,,,,,
msfd008-colour-block-short-sleeve,,,,,,,,,Black,,XL,,,MSFD008-CB-BLA-XL,200,shopify,3,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-CB-BLA-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-colour-block-short-sleeve.webp,g,,,,,
msfd008-colour-block-short-sleeve,,,,,,,,,White,,XL,,,MSFD008-CB-WHI-XL,200,shopify,3,deny,manual,129.00,,TRUE,TRUE,,,,,,,,,,,MSFD008-CB-WHI-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfd008-colour-block-short-sleeve.webp,g,,,,,
msfc009-womens-long-sleeve,Bib Front Long Sleeve Riding Top,"<p>A distinctive long-sleeve riding top with a clean white body, high collar and curved contrast bib front. It balances the formality of traditional equestrian dressing with a comfortable modern stretch.</p>
<ul><li>Clean white body with a curved contrast bib front</li><li>High collar with a concealed snap closure</li><li>Traditional show lines in a modern stretch fabric</li><li>Set-in sleeves cut for full rein movement</li></ul>
<p><strong>Fabric</strong><br>82% recycled polyamide, 18% elastane jersey with a woven bib front.</p>
<p><strong>Care</strong><br>Machine wash cold on a gentle cycle with like colours. Do not tumble dry, bleach or iron. Dry flat in the shade.</p>",Maison Cavallé,Apparel & Accessories > Clothing > Shirts & Tops,Long-sleeve contrast-panel jersey · Four colourways,"Base Layers, Women, Long Sleeve, New, Maison Cavallé",TRUE,Color,Black,Size,XS,,,MSFC009-BLA-XS,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-womens-long-sleeve.webp,1,Bib Front Long Sleeve Riding Top,FALSE,Bib Front Long Sleeve Riding Top | Maison Cavallé,"Long-sleeve contrast-panel jersey · Four colourways. A distinctive long-sleeve riding top with a clean white body, high collar and curved contrast bib front. It balances the formality of traditional equestrian dressing with a comfortable modern stretch.",Apparel & Accessories > Clothing > Shirts & Tops,female,adult,MSFC009-BLA-XS,new,FALSE,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,active,Long-sleeve contrast-panel jersey · Four colourways,Navy:#20314e | Light Blue:#a9c6dd | Black:#1c1d1c | White:#f5f3ef
msfc009-womens-long-sleeve,,,,,,,,,Navy,,S,,,MSFC009-NAV-S,240,shopify,1,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-NAV-S,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-front.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,Light Blue,,S,,,MSFC009-LTB-S,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-LTB-S,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,Black,,S,,,MSFC009-BLA-S,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-BLA-S,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,Navy,,M,,,MSFC009-NAV-M,240,shopify,1,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-NAV-M,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-front.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,Light Blue,,M,,,MSFC009-LTB-M,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-LTB-M,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,Black,,M,,,MSFC009-BLA-M,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-BLA-M,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,White,,M,,,MSFC009-WHI-M,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-WHI-M,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,Navy,,L,,,MSFC009-NAV-L,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-NAV-L,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-front.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,Light Blue,,L,,,MSFC009-LTB-L,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-LTB-L,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,Black,,L,,,MSFC009-BLA-L,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-BLA-L,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,White,,L,,,MSFC009-WHI-L,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-WHI-L,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,Navy,,XL,,,MSFC009-NAV-XL,240,shopify,3,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-NAV-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-front.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,Light Blue,,XL,,,MSFC009-LTB-XL,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-LTB-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,Black,,XL,,,MSFC009-BLA-XL,240,shopify,5,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-BLA-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,White,,XL,,,MSFC009-WHI-XL,240,shopify,4,deny,manual,159.00,,TRUE,TRUE,,,,,,,,,,,MSFC009-WHI-XL,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,g,,,,,
msfc009-womens-long-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-front.webp,2,Bib Front Long Sleeve Riding Top,,,,,,,,,,,,,,,,
msfc009-womens-long-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-back.webp,3,Bib Front Long Sleeve Riding Top,,,,,,,,,,,,,,,,
msfc009-womens-long-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-riding.webp,4,Bib Front Long Sleeve Riding Top,,,,,,,,,,,,,,,,
msfc009-womens-long-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-waist-detail.webp,5,Bib Front Long Sleeve Riding Top,,,,,,,,,,,,,,,,
msfc009-womens-long-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-grip-detail.webp,6,Bib Front Long Sleeve Riding Top,,,,,,,,,,,,,,,,
msfc009-womens-long-sleeve,,,,,,,,,,,,,,,,,,,,,,,,,https://maison-cavalle-2.myshopify.com/cdn/shop/files/jci-msfc009-studio.webp,7,Bib Front Long Sleeve Riding Top,,,,,,,,,,,,,,,,
